今回追加分,asset_id,current_path,category,screen,usage,recommended_w,recommended_h,,format,priority,notes,プロンプト
,fx_star_set_02,/img/effect/effect_star_01.png ほか,effect,evolution|tasks|birth-event,星エフェクト4種,256,256,256*256,png,medium,光り方を同系統に揃える,星エフェクト4種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256で光り方を同系統に揃えるの雰囲気でお願いします
,fx_star_set_03,/img/effect/effect_star_01.png ほか,effect,evolution|tasks|birth-event,星エフェクト4種,256,256,256*256,png,medium,光り方を同系統に揃える,星エフェクト4種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256で光り方を同系統に揃えるの雰囲気でお願いします
,fx_star_set_04,/img/effect/effect_star_01.png ほか,effect,evolution|tasks|birth-event,星エフェクト4種,256,256,256*256,png,medium,光り方を同系統に揃える,星エフェクト4種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256で光り方を同系統に揃えるの雰囲気でお願いします
,fx_exp_pop_01,/img/effect/effect_exp_pop_01.png,effect,tasks|home,EXP獲得演出,512,192,512*192,png,medium,UI寄りのポップアップ演出,EXP獲得演出の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*192でUI寄りのポップアップ演出の雰囲気でお願いします
,ui_hatch_symbol_01,/img/ui/ui_egg_symbol_01.png,ui,birth-event,孵化演出用タマゴ記号,512,512,512*512,png,medium,卵本体と別役割なら演出特化でOK,孵化演出用タマゴ記号の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で卵本体と別役割なら演出特化でOKの雰囲気でお願いします
,ui_shadow_fallback_01,/img/ui/ui_shadow_01.png,ui,dex|fallback,未取得モンスターや画像欠損用,512,512,512*512,png,low,差し替え時の保険,未取得モンスターや画像欠損用の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で差し替え時の保険の雰囲気でお願いします
,illust_empty_tasks_01,/img/illustration/empty_state_quests_01.png,illustration,home|tasks,タスク0件時イラスト,720,360,720*360,png,low,世界観に合うなら残す,タスク0件時イラストの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは720*360で世界観に合うなら残すの雰囲気でお願いします
,letter_item_01,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,letter_item_02,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,letter_item_03,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,letter_item_04,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,letter_item_05,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,letter_item_06,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,letter_item_07,/img/letter/letter_item_01.png ほか,item,end-event|letters,手紙画像7種,1024,1024,1024*1024,png,medium,差分を増やすなら同じテンプレで色替えでも可,手紙画像7種の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で差分を増やすなら同じテンプレで色替えでも可の雰囲気でお願いします
,monster_baby_gold__01,/img/monster/monster_baby_gold__01.png,monster,home|dex|events,ゴールデンスライム,1024,1024,1024*1024,png,medium,幸運を運ぶと言われる黄金のスライム,baby段階モンスターのゴールデンスライムの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で幸運を運ぶと言われる黄金のスライムの雰囲気でお願いします
,monster_child_gold__02,/img/monster/monster_child_gold__02.png,monster,home|dex|events,ゴールデンプチドラゴン,1024,1024,1024*1024,png,medium,幸運を運ぶと言われる黄金のプチドラゴン,child段階モンスターのゴールデンプチドラゴンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で幸運を運ぶと言われる黄金のプチドラゴンの雰囲気でお願いします
,monster_adult_gold__03,/img/monster/monster_adult_gold__03.png,monster,home|dex|events,ゴールドドラゴン,1024,1024,1024*1024,png,medium,富と幸運の象徴とされる伝説のドラゴン,adult段階モンスターのゴールドドラゴンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で富と幸運の象徴とされる伝説のドラゴンの雰囲気でお願いします
,monster_final_night__04,/img/monster/monster_final_night__04.png,monster,home|dex|events,シャドウスピリット,1024,1024,1024*1024,png,medium,夜の静けさから生まれた神秘の精霊,final段階モンスターのシャドウスピリットの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で夜の静けさから生まれた神秘の精霊の雰囲気でお願いします
,icon_notification_01,/img/icon/icon_notification_01.png,icon,home|notifications,ホーム右上のおしらせ導線アイコン,256,256,256*256,png,medium,通知ボタンの視認性を上げるベルや封筒モチーフ,ホーム右上のおしらせ導線アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256でベルか封筒をモチーフにした通知アイコンの雰囲気でお願いします
,bg_spring_meadow_01,/img/background/bg_spring_meadow_01.png,background,shop|inventory|home,春イベント用の明るい花畑背景,1440,2560,1440*2560,png,high,桜と若草が揺れる春イベント背景,春イベント用の明るい花畑背景の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1440*2560で桜と若草が揺れる春の花畑の雰囲気でお願いします
,bg_spring_stream_01,/img/background/bg_spring_stream_01.png,background,shop|inventory|home,春イベント用の小川つき背景,1440,2560,1440*2560,png,medium,花びらが流れるせせらぎの春小道,春イベント用の小川つき背景の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1440*2560で花びらが流れる小川沿いの春小道の雰囲気でお願いします
,frame_sakura_01,/img/ui_frame/frame_sakura_01.png,ui_frame,shop|inventory|home,春イベント用さくらフレーム,1536,768,1536*768,png,high,ホームのモンスター画面に重ねる春限定フレーム。中央は広く抜き、左右と四隅に桜装飾を寄せる,春イベント用さくらフレームの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*768、ホームのモンスター画面にそのまま重ねる横長フレームとして、中央はモンスターが見えるよう広めに抜き、左右と四隅に淡い金縁と桜の花びら装飾を寄せた雰囲気でお願いします
,frame_clover_01,/img/ui_frame/frame_clover_01.png,ui_frame,shop|inventory|home,春イベント用クローバーフレーム,1536,768,1536*768,png,medium,ホームのモンスター画面に重ねる春フレーム。中央は広く抜き、外周に若草色とクローバー装飾を寄せる,春イベント用クローバーフレームの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*768、ホームのモンスター画面にそのまま重ねる横長フレームとして、中央はモンスターが見えるよう広めに抜き、外周に若草色と小さなクローバー装飾を寄せたやさしい雰囲気でお願いします
,deco_sakura_petals_01,/img/decoration/deco_sakura_petals_01.png,decoration,home|shop|inventory,ホームに重ねる花びらデコ,1024,1024,1024*1024,png,medium,透過PNGでモンスター周辺にふわっと重ねる花びら演出,ホームに重ねる花びらデコの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で透過PNGの桜の花びらデコの雰囲気でお願いします
,deco_picnic_basket_01,/img/decoration/deco_picnic_basket_01.png,decoration,home|shop|inventory,春のピクニックバスケットデコ,1024,1024,1024*1024,png,medium,モンスター横に置ける春の小物デコ,春のピクニックバスケットデコの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024でモンスター横に置ける春のピクニックバスケットの雰囲気でお願いします
,deco_flower_lantern_01,/img/decoration/deco_flower_lantern_01.png,decoration,home|shop|inventory,花灯りランタンデコ,1024,1024,1024*1024,png,low,夜背景にも合う花模様のランタンデコ,花灯りランタンデコの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で夜背景にも合う花模様のランタンデコの雰囲気でお願いします
,icon_spring_egg_ticket_01,/img/icon/icon_spring_egg_ticket_01.png,icon,shop|inventory,春たまごチケット用アイコン,512,512,512*512,png,high,チケットだと一目で分かる春色の券アイコン,春たまごチケット用アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で春色のたまごチケットアイコンの雰囲気でお願いします
,icon_bundle_spring_starter_01,/img/icon/icon_bundle_spring_starter_01.png,icon,shop,春イベントスターターセットの束アイコン,1024,1024,1024*1024,png,medium,背景とフレームとチケットがまとまったセット感が欲しい,春イベントスターターセットの束アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で背景とフレームとチケットがまとまったセットアイコンの雰囲気でお願いします
,icon_charm_power_paid_01,/img/item/charm/icon_charm_power_01.png,item,shop|inventory,有料版ちからのおまもりアイコン,512,512,512*512,png,medium,無料版より豪華な赤系のおまもりアイコン,有料版ちからのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で無料版より装飾の豪華な赤系のおまもりアイコンの雰囲気でお願いします
,icon_charm_heal_paid_01,/img/item/charm/icon_charm_heal_01.png,item,shop|inventory,有料版いやしのおまもりアイコン,512,512,512*512,png,medium,無料版より豪華な緑系のおまもりアイコン,有料版いやしのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で無料版より装飾の豪華な緑系のおまもりアイコンの雰囲気でお願いします
,icon_charm_knowledge_paid_01,/img/item/charm/icon_charm_knowledge_01.png,item,shop|inventory,有料版ちえのおまもりアイコン,512,512,512*512,png,medium,無料版より豪華な青系のおまもりアイコン,有料版ちえのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で無料版より装飾の豪華な青系のおまもりアイコンの雰囲気でお願いします
,icon_charm_create_paid_01,/img/item/charm/icon_charm_create_01.png,item,shop|inventory,有料版ひらめきのおまもりアイコン,512,512,512*512,png,medium,無料版より豪華な橙系のおまもりアイコン,有料版ひらめきのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で無料版より装飾の豪華な橙系のおまもりアイコンの雰囲気でお願いします
,monster_spring_egg_01,/img/monster/event_spring_egg_01.png,monster,birth-event|inventory|shop,春イベント卵,1024,1024,1024*1024,png,high,花びら模様の春イベント専用たまご,春イベント卵の画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花びら模様の春イベント専用たまごの雰囲気でお願いします
,monster_spring_baby_01,/img/monster/event_spring_baby_01.png,monster,home|dex|events,つぼみスライム,1024,1024,1024*1024,png,high,花のつぼみをのせた春のbabyモンスター,つぼみスライムの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花のつぼみをのせた春のbabyモンスターの雰囲気でお願いします
,monster_spring_baby_02,/img/monster/event_spring_baby_02.png,monster,home|dex|events,しずくスライム,1024,1024,1024*1024,png,high,雨の雫から生まれた春のbabyモンスター,しずくスライムの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で雨の雫から生まれた春のbabyモンスターの雰囲気でお願いします
,monster_spring_child_01,/img/monster/event_spring_child_01.png,monster,home|dex|events,はなもりフェアリー,1024,1024,1024*1024,png,medium,花畑を守る小さな妖精系childモンスター,はなもりフェアリーの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花畑を守る小さな妖精系childモンスターの雰囲気でお願いします
,monster_spring_child_02,/img/monster/event_spring_child_02.png,monster,home|dex|events,ミニハルネズミ,1024,1024,1024*1024,png,medium,花のつぼみを頭に乗せた春のネズミモンスター,ミニハルネズミの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花のつぼみを頭に乗せた春のネズミモンスターの雰囲気でお願いします
,monster_spring_child_03,/img/monster/event_spring_child_03.png,monster,home|dex|events,プチリュウ,1024,1024,1024*1024,png,medium,春の花をまとった小さなリュウ,プチリュウの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で春の花をまとった小さなリュウの雰囲気でお願いします
,monster_spring_child_04,/img/monster/event_spring_child_04.png,monster,home|dex|events,ミニラビット,1024,1024,1024*1024,png,medium,イースター気分の春うさぎモンスター,ミニラビットの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024でイースター気分の春うさぎモンスターの雰囲気でお願いします
,monster_spring_adult_01,/img/monster/event_spring_adult_01.png,monster,home|dex|events,ハルフェアリー,1024,1024,1024*1024,png,medium,春を運ぶ大人姿の妖精モンスター,ハルフェアリーの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で春を運ぶ大人姿の妖精モンスターの雰囲気でお願いします
,monster_spring_adult_02,/img/monster/event_spring_adult_02.png,monster,home|dex|events,ハルネズミ,1024,1024,1024*1024,png,medium,花を咲かせたハリネズミ風の春モンスター,ハルネズミの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花を咲かせたハリネズミ風の春モンスターの雰囲気でお願いします
,monster_spring_adult_03,/img/monster/event_spring_adult_03.png,monster,home|dex|events,ハルリュウ,1024,1024,1024*1024,png,medium,透き通る体に春の花をつけた春龍,ハルリュウの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で透き通る体に春の花をつけた春龍の雰囲気でお願いします
,monster_spring_adult_04,/img/monster/event_spring_adult_04.png,monster,home|dex|events,イースターラビット,1024,1024,1024*1024,png,medium,卵コレクターのうさぎモンスター,イースターラビットの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で卵コレクターのうさぎモンスターの雰囲気でお願いします
,monster_spring_final_01,/img/monster/event_spring_final_01.png,monster,home|dex|events,ハルノセラフィム,1024,1024,1024*1024,png,medium,桜の花びらをまとった春の守護者,ハルノセラフィムの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で桜の花びらをまとった春の守護者の雰囲気でお願いします
,monster_spring_final_02,/img/monster/event_spring_final_02.png,monster,home|dex|events,フラワーネズミ,1024,1024,1024*1024,png,medium,花を纏う人気の高いネズミモンスター,フラワーネズミの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花を纏う人気の高いネズミモンスターの雰囲気でお願いします
,monster_spring_final_03,/img/monster/event_spring_final_03.png,monster,home|dex|events,ハルノツカイ,1024,1024,1024*1024,png,medium,未来永劫の幸せを運ぶ春龍,ハルノツカイの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で未来永劫の幸せを運ぶ春龍の雰囲気でお願いします
,monster_spring_final_04,/img/monster/event_spring_final_04.png,monster,home|dex|events,ジクウノタビビト,1024,1024,1024*1024,png,medium,時空を超えて卵を集めるうさぎモンスター,ジクウノタビビトの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で時空を超えて卵を集めるうさぎモンスターの雰囲気でお願いします
,icon_shop_01,/img/icon/icon_shop_01.png,icon,tasks|settings|inventory,ショップ導線アイコン,256,256,256*256,png,medium,買い物や屋台を連想しやすいショップアイコン,ショップ導線アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256で買い物や屋台を連想しやすいショップアイコンの雰囲気でお願いします
,icon_free_coin_01,/img/icon/icon_free_coin_01.png,icon,home|tasks|shop,フリーコイン表示用アイコン,256,256,256*256,png,high,無料通貨と一目で分かる銅貨や草色のコイン,フリーコイン表示用アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256で無料通貨と一目で分かる銅貨か草色コインの雰囲気でお願いします
,icon_paid_coin_01,/img/icon/icon_paid_coin_01.png,icon,home|shop|wallet,モンタコイン表示用アイコン,256,256,256*256,png,high,有料通貨と分かる金貨や星入りコイン,モンタコイン表示用アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは256*256で有料通貨と分かる金貨か星入りコインの雰囲気でお願いします
,icon_paid_coin_pack_01,/img/icon/icon_paid_coin_pack_01.png,icon,shop,モンタコイン商品パック共通アイコン,512,512,512*512,png,medium,有料コインの束や袋のアイコンで商品一覧に使いやすくする,モンタコイン商品パック共通アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512でコインの束や袋をモチーフにした商品アイコンの雰囲気でお願いします
,icon_charm_power_free_01,/img/item/charm/icon_charm_power_free_01.png,item,shop|inventory,無料版ちからのおまもりアイコン,512,512,512*512,png,high,赤系でシンプルな無料版おまもりアイコン,無料版ちからのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で赤系でシンプルな無料版おまもりアイコンの雰囲気でお願いします
,icon_charm_heal_free_01,/img/item/charm/icon_charm_heal_free_01.png,item,shop|inventory,無料版いやしのおまもりアイコン,512,512,512*512,png,high,緑系でシンプルな無料版おまもりアイコン,無料版いやしのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で緑系でシンプルな無料版おまもりアイコンの雰囲気でお願いします
,icon_charm_knowledge_free_01,/img/item/charm/icon_charm_knowledge_free_01.png,item,shop|inventory,無料版ちえのおまもりアイコン,512,512,512*512,png,high,青系でシンプルな無料版おまもりアイコン,無料版ちえのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で青系でシンプルな無料版おまもりアイコンの雰囲気でお願いします
,icon_charm_create_free_01,/img/item/charm/icon_charm_create_free_01.png,item,shop|inventory,無料版ひらめきのおまもりアイコン,512,512,512*512,png,high,橙系でシンプルな無料版おまもりアイコン,無料版ひらめきのおまもりアイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で橙系でシンプルな無料版おまもりアイコンの雰囲気でお願いします
